movie_id,title,user_id,rating
315011,Shin Godzilla,12,5
49051,The Hobbit: An Unexpected Journey,94,4
9799,The Fast and the Furious,69,4
4922,The Curious Case of Benjamin Button,49,2
49538,X-Men: First Class,59,5
131634,The Hunger Games: Mockingjay - Part 2,88,4
27022,The Sorcerer's Apprentice,88,3
503,Poseidon,52,3
241259,Alice Through the Looking Glass,61,5
810,Shrek the Third,97,5
68735,Warcraft,74,3
87101,Terminator Genisys,21,3
10140,The Chronicles of Narnia: The Voyage of the Dawn Treader,67,4
676,Pearl Harbor,98,1
1858,Transformers,90,2
1966,Alexander,67,5
675,Harry Potter and the Order of the Phoenix,38,4
674,Harry Potter and the Goblet of Fire,4,3
8960,Hancock,92,4
6479,I Am Legend,4,3
118,Charlie and the Chocolate Factory,86,1
2062,Ratatouille,54,5
272,Batman Begins,44,4
10527,Madagascar: Escape 2 Africa,3,3
18360,Night at the Museum: Battle of the Smithsonian,68,1
2080,X-Men Origins: Wolverine,33,5
605,The Matrix Revolutions,27,2
109445,Frozen,81,5
604,The Matrix Reloaded,86,2
76338,Thor: The Dark World,9,2
76341,Mad Max: Fury Road,55,4
13448,Angels & Demons,79,2
10195,Thor,72,3
13053,Bolt,54,4
19585,G-Force,45,3
57165,Wrath of the Titans,94,1
62213,Dark Shadows,67,4
177677,Mission: Impossible - Rogue Nation,99,4
7978,The Wolfman,49,4
5559,Bee Movie,60,2
49444,Kung Fu Panda 2,59,5
10196,The Last Airbender,3,5
956,Mission: Impossible III,11,5
117251,White House Down,34,3
50321,Mars Needs Moms,99,2
11619,Flushed Away,43,1
266647,Pan,81,3
82703,Mr. Peabody & Sherman,15,2
652,Troy,86,5
80321,Madagascar 3: Europe's Most Wanted,64,4
36669,Die Another Day,79,2
43074,Ghostbusters,80,2
95,Armageddon,40,3
608,Men in Black II,41,1
2310,Beowulf,66,3
140300,Kung Fu Panda 3,60,2
56292,Mission: Impossible - Ghost Protocol,72,1
81188,Rise of the Guardians,74,3
7552,Fun with Dick and Jane,16,2
616,The Last Samurai,10,4
147441,Exodus: Gods and Kings,48,3
13475,Star Trek,95,2
557,Spider-Man,96,5
82702,How to Train Your Dragon 2,15,2
205584,Gods of Egypt,62,1
10048,Stealth,53,5
13183,Watchmen,46,1
944,Lethal Weapon 4,77,1
1927,Hulk,43,2
72559,G.I. Joe: Retaliation,44,3
7364,Sahara,29,3
2114,Final Fantasy: The Spirits Within,54,4
1771,Captain America: The First Avenger,30,5
36643,The World Is Not Enough,11,5
8619,Master and Commander: The Far Side of the World,53,5
50620,The Twilight Saga: Breaking Dawn - Part 2,44,4
65759,Happy Feet Two,38,2
1724,The Incredible Hulk,100,5
267935,The BFG,57,2
281957,The Revenant,94,2
77950,Turbo,62,4
44896,Rango,72,3
270946,Penguins of Madagascar,37,5
2503,The Bourne Ultimatum,13,2
9502,Kung Fu Panda,79,1
102899,Ant-Man,22,4
101299,The Hunger Games: Catching Fire,79,5
228161,Home,27,3
74,War of the Worlds,20,4
8961,Bad Boys II,27,1
417859,Puss in Boots,50,2
27576,Salt,15,4
86834,Noah,67,2
17578,The Adventures of Tintin,50,4
673,Harry Potter and the Prisoner of Azkaban,69,1
6972,Australia,14,1
82700,After Earth,61,5
10567,Dinosaur,94,2
181533,Night at the Museum: Secret of the Tomb,68,3
38055,Megamind,85,1
671,Harry Potter and the Philosopher's Stone,50,1
49524,R.I.P.D.,82,3
22,Pirates of the Caribbean: The Curse of the Black Pearl,20,5
131631,The Hunger Games: Mockingjay - Part 1,28,5
591,The Da Vinci Code,52,4
172385,Rio 2,11,5
36658,X2,8,3
51497,Fast Five,76,1
58574,Sherlock Holmes: A Game of Shadows,9,3
18823,Clash of the Titans,23,3
861,Total Recall,61,5
1911,The 13th Warrior,46,4
49040,The Bourne Legacy,95,3
415,Batman & Robin,49,3
8871,How the Grinch Stole Christmas,35,1
435,The Day After Tomorrow,22,3
955,Mission: Impossible II,76,5
2133,The Perfect Storm,85,3
1979,Fantastic 4: Rise of the Silver Surfer,16,1
87827,Life of Pi,1,1
1250,Ghost Rider,99,2
324668,Jason Bourne,100,1
9471,Charlie's Angels: Full Throttle,97,2
70981,Prometheus,37,5
10996,Stuart Little 2,71,5
68724,Elysium,61,5
2789,The Chronicles of Riddick,88,5
97020,RoboCop,92,4
7459,Speed Racer,37,4
42888,How Do You Know,83,5
37834,Knight and Day,34,3
75612,Oblivion,47,5
1895,Star Wars: Episode III - Revenge of the Sith,4,1
1894,Star Wars: Episode II - Attack of the Clones,39,5
585,"Monsters, Inc.",20,2
76170,The Wolverine,8,2
1893,Star Wars: Episode I - The Phantom Menace,42,5
49519,The Croods,21,5
2395,Asterix at the Olympic Games,5,2
12100,Windtalkers,64,4
290595,The Huntsman: Winter's War,40,4
98566,Teenage Mutant Ninja Turtles,36,1
49047,Gravity,18,2
9619,Dante's Peak,60,3
308531,Teenage Mutant Ninja Turtles: Out of the Shadows,56,1
166424,Fantastic Four,86,5
1593,Night at the Museum,57,3
254128,San Andreas,70,3
714,Tomorrow Never Dies,87,2
2024,The Patriot,35,5
163,Ocean's Twelve,30,2
787,Mr. & Mrs. Smith,15,4
262500,Insurgent,82,5
2567,The Aviator,59,4
38745,Gulliver's Travels,48,5
40805,The Green Hornet,6,2
53182,300: Rise of an Empire,30,3
41513,The Smurfs,62,4
13700,Home on the Range,10,4
262504,Allegiant,96,3
39254,Real Steel,63,4
77931,The Smurfs 2,74,4
1639,Speed 2: Cruise Control,79,2
80274,Ender's Game,30,1
1571,Live Free or Die Hard,62,1
120,The Lord of the Rings: The Fellowship of the Ring,27,1
10204,Around the World in 80 Days,29,4
8489,Ali,78,1
10588,The Cat in the Hat,14,3
2048,"I, Robot",83,4
1495,Kingdom of Heaven,62,5
10137,Stuart Little,88,5
10198,The Princess and the Frog,65,4
286217,The Martian,93,2
1635,The Island,40,3
24113,Town & Country,98,3
9679,Gone in Sixty Seconds,26,5
98,Gladiator,78,3
180,Minority Report,63,2
672,Harry Potter and the Chamber of Secrets,8,2
36557,Casino Royale,23,1
869,Planet of the Apes,22,3
280,Terminator 2: Judgment Day,44,2
11322,Public Enemies,61,1
4982,American Gangster,95,1
36955,True Lies,61,4
18487,The Taking of Pelham 1 2 3,39,5
39451,Little Fockers,37,2
27581,The Other Guys,84,5
9268,Eraser,41,1
68718,Django Unchained,11,5
10545,The Hunchback of Notre Dame,82,4
11688,The Emperor's New Groove,69,5
76163,The Expendables 2,44,1
2059,National Treasure,47,4
2486,Eragon,55,2
16523,Where the Wild Things Are,84,5
116711,Epic,64,3
37710,The Tourist,63,5
9946,End of Days,46,3
1372,Blood Diamond,86,4
106646,The Wolf of Wall Street,4,1
414,Batman Forever,87,2
563,Starship Troopers,6,5
83542,Cloud Atlas,7,5
41216,Legend of the Guardians: The Owls of Ga'Hoole,23,4
314,Catwoman,24,3
184315,Hercules,68,4
9016,Treasure Planet,5,4
18162,Land of the Lost,66,5
138103,The Expendables 3,39,3
257088,Point Break,48,3
10214,Son of the Mask,73,3
205775,In the Heart of the Sea,51,2
11692,The Adventures of Pluto Nash,10,2
22972,Green Zone,32,4
227973,The Peanuts Movie,65,4
29193,The Spanish Prisoner,2,3
1734,The Mummy Returns,14,3
3131,Gangs of New York,52,4
76758,The Flowers of War,98,4
9408,Surf's Up,5,4
9890,The Stepford Wives,14,2
855,Black Hawk Down,39,3
77953,The Campaign,93,1
18,The Fifth Element,95,4
37786,Sex and the City 2,77,2
10501,The Road to El Dorado,35,1
57800,Ice Age: Continental Drift,25,1
150689,Cinderella,86,5
7980,The Lovely Bones,37,2
12,Finding Nemo,82,4
122,The Lord of the Rings: The Return of the King,52,2
121,The Lord of the Rings: The Two Towers,45,5
68737,Seventh Son,11,4
1995,Lara Croft: Tomb Raider,79,5
157353,Transcendence,64,5
331,Jurassic Park III,2,5
61791,Rise of the Planet of the Apes,66,2
8204,The Spiderwick Chronicles,2,1
47964,A Good Day to Die Hard,76,5
10733,The Alamo,67,4
9806,The Incredibles,60,3
1408,Cutthroat Island,11,2
32657,Percy Jackson & the Olympians: The Lightning Thief,46,3
607,Men in Black,40,4
863,Toy Story 2,62,3
44048,Unstoppable,94,4
5175,Rush Hour 2,86,1
2655,What Lies Beneath,53,5
22794,Cloudy with a Chance of Meatballs,20,4
8355,Ice Age: Dawn of the Dinosaurs,29,5
116745,The Secret Life of Walter Mitty,24,5
4327,Charlie's Angels,3,4
1422,The Departed,22,1
10674,Mulan,87,5
7446,Tropic Thunder,29,3
65754,The Girl with the Dragon Tattoo,8,5
1572,Die Hard: With a Vengeance,58,4
10528,Sherlock Holmes,58,2
271969,Ben-Hur,79,1
10865,Atlantis: The Lost Empire,25,2
258509,Alvin and the Chipmunks: The Road Chip,30,5
2253,Valkyrie,74,3
10661,You Don't Mess with the Zohan,25,4
257344,Pixels,74,2
644,A.I. Artificial Intelligence,87,5
10756,The Haunted Mansion,6,2
686,Contact,81,5
9383,Hollow Man,98,4
179,The Interpreter,84,5
76285,Percy Jackson: Sea of Monsters,80,4
1996,Lara Croft Tomb Raider: The Cradle of Life,56,4
291805,Now You See Me 2,95,3
10003,The Saint,76,5
1535,Spy Game,83,1
2067,Mission to Mars,37,3
46195,Rio,92,1
2277,Bicentennial Man,77,3
10357,Volcano,50,1
4477,The Devil's Own,91,2
8665,K-19: The Widowmaker,34,3
9387,Conan the Barbarian,42,3
921,Cinderella Man,96,2
49852,The Nutcracker: The Untold Story,95,5
4464,Seabiscuit,98,5
664,Twister,82,2
8358,Cast Away,9,5
9836,Happy Feet,41,4
2502,The Bourne Supremacy,53,5
9772,Air Force One,80,2
161,Ocean's Eleven,28,3
52451,The Three Musketeers,79,5
76492,Hotel Transylvania,74,2
4523,Enchanted,55,3
59961,Safe House,68,3
10481,102 Dalmatians,90,2
59108,Tower Heist,69,2
1581,The Holiday,94,1
9798,Enemy of the State,48,3
22897,It's Complicated,33,5
298,Ocean's Thirteen,66,1
7484,Open Season,82,4
157350,Divergent,46,2
853,Enemy at the Gates,38,4
10159,The Rundown,95,3
9593,Last Action Hero,47,3
1904,Memoirs of a Geisha,53,5
9615,The Fast and the Furious: Tokyo Drift,28,5
51052,Arthur Christmas,6,4
297,Meet Joe Black,25,4
9884,Collateral Damage,69,5
16858,All That Jazz,36,5
62764,Mirror Mirror,89,2
22538,Scott Pilgrim vs. the World,78,1
9341,The Core,25,2
12107,Nutty Professor II: The Klumps,42,2
9637,Scooby-Doo,97,5
49049,Dredd,39,4
9339,Click,28,4
16281,Creepshow,28,2
39691,Cats & Dogs 2 : The Revenge of Kitty Galore,18,3
8247,Jumper,26,4
11253,Hellboy II: The Golden Army,45,5
1949,Zodiac,66,3
8452,The 6th Day,57,4
310,Bruce Almighty,2,1
27578,The Expendables,41,3
954,Mission: Impossible,21,3
70160,The Hunger Games,23,3
45243,The Hangover Part II,68,2
364,Batman Returns,77,3
7518,Over the Hedge,99,4
11544,Lilo & Stitch,45,3
9986,Charlotte's Web,10,1
8656,Deep Impact,90,4
146216,RED 2,15,3
9291,The Longest Yard,21,4
55301,Alvin and the Chipmunks: Chipwrecked,36,2
109418,Grown Ups 2,83,2
11665,Get Smart,79,4
6964,Something's Gotta Give,98,4
11324,Shutter Island,23,5
12193,Four Christmases,41,1
9928,Robots,79,3
754,Face/Off,86,4
10202,Bedtime Stories,22,4
4147,Road to Perdition,25,4
50546,Just Go with It,87,4
1701,Con Air,47,1
13027,Eagle Eye,16,1
2289,Cold Mountain,40,1
20504,The Book of Eli,3,1
9574,Flubber,83,2
11618,The Haunting,43,5
2300,Space Jam,16,4
12096,The Pink Panther,51,5
10200,The Day the Earth Stood Still,85,4
8834,Conspiracy Theory,64,2
228150,Fury,46,3
6068,Six Days Seven Nights,36,3
41515,Yogi Bear,82,5
9023,Spirit: Stallion of the Cimarron,41,2
38317,Zookeeper,100,4
2157,Lost in Space,5,1
14462,The Manchurian Candidate,37,3
161795,Déjà Vu,9,4
159824,Hotel Transylvania 2,18,1
49948,Fantasia 2000,81,1
2135,The Time Machine,92,5
9822,Mighty Joe Young,4,1
9705,Swordfish,26,4
1656,The Legend of Zorro,38,5
12159,What Dreams May Come,92,5
9678,Little Nicky,60,5
4442,The Brothers Grimm,20,5
75,Mars Attacks!,80,3
330770,Evolution,78,3
9433,The Edge,21,3
19959,Surrogates,77,4
11973,Thirteen Days,13,2
11228,Daylight,55,2
77951,Walking With Dinosaurs,48,3
5491,Battlefield Earth,68,3
10715,Looney Tunes: Back in Action,14,4
10197,Nine,81,5
9562,Timeline,75,3
9922,The Postman,85,1
9447,Babe: Pig in the City,29,1
274854,The Last Witch Hunter,73,5
8870,Red Planet,71,5
9992,Arthur and the Invisibles,87,1
36970,Oceans,26,3
10077,A Sound of Thunder,35,3
76649,Pompeii,2,3
293644,Top Cat Begins,98,5
453,A Beautiful Mind,77,5
8587,The Lion King,19,4
72545,Journey 2: The Mysterious Island,99,3
109451,Cloudy with a Chance of Meatballs 2,9,3
9533,Red Dragon,45,3
2023,Hidalgo,4,5
71880,Jack and Jill,85,5
584,2 Fast 2 Furious,12,4
309809,The Little Prince,87,3
4858,The Invasion,60,5
17711,The Adventures of Rocky & Bullwinkle,93,2
328111,The Secret Life of Pets,92,1
8698,The League of Extraordinary Gentlemen,4,3
93456,Despicable Me 2,9,2
602,Independence Day,95,3
330,The Lost World: Jurassic Park,32,4
953,Madagascar,16,3
9693,Children of Men,16,2
36657,X-Men,23,3
8909,Wanted,99,4
9802,The Rock,38,3
950,Ice Age: The Meltdown,52,4
1824,50 First Dates,48,3
2976,Hairspray,52,5
11026,Exorcist: The Beginning,16,4
332,Inspector Gadget,13,5
75656,Now You See Me,8,3
38365,Grown Ups,5,4
594,The Terminal,20,5
15189,Hotel for Dogs,82,2
11678,Vertical Limit,87,3
6538,Charlie Wilson's War,69,1
10555,Shark Tale,35,4
1125,Dreamgirls,61,2
4551,Be Cool,96,4
612,Munich,63,2
9567,Tears of the Sun,28,5
37821,Killers,60,2
203801,The Man from U.N.C.L.E.,14,2
2539,Spanglish,55,1
9297,Monster House,19,2
3172,Bandits,8,5
6520,First Knight,14,4
1439,Anna and the King,9,3
37958,Immortals,90,3
2026,Hostage,4,5
7450,Titan A.E.,20,2
11375,Hollywood Homicide,30,1
9425,Soldier,8,4
25769,Carriers,61,2
23685,Monkeybone,47,4
11866,Flight of the Phoenix,42,5
9741,Unbreakable,57,5
211672,Minions,4,1
23629,Sucker Punch,65,3
8688,Snake Eyes,26,3
10153,Sphere,39,4
153518,The Angry Birds Movie,97,2
8676,Fool's Gold,65,2
20829,Funny People,59,1
4349,The Kingdom,54,3
9718,Talladega Nights: The Ballad of Ricky Bobby,22,4
10808,Dr. Dolittle 2,1,4
197,Braveheart,79,4
25,Jarhead,67,4
35,The Simpsons Movie,19,4
11086,The Majestic,50,5
10477,Driven,84,4
1997,Two Brothers,45,2
6947,The Village,28,5
3050,Doctor Dolittle,83,1
2675,Signs,76,1
809,Shrek 2,84,4
920,Cars,61,1
4806,Runaway Bride,24,5
7451,xXx,50,3
228165,The SpongeBob Movie: Sponge Out of Water,40,5
3595,Ransom,56,1
16869,Inglourious Basterds,21,3
879,Hook,14,4
1573,Die Hard 2,57,5
9257,S.W.A.T.,68,2
1903,Vanilla Sky,31,2
9697,Lady in the Water,52,3
395,AVP: Alien vs. Predator,48,1
23398,Alvin and the Chipmunks: The Squeakquel,64,5
10590,We Were Soldiers,93,1
117263,Olympus Has Fallen,32,5
200,Star Trek: Insurrection,23,2
44943,Battle: Los Angeles,67,3
587,Big Fish,70,3
10395,Wolf,68,3
57212,War Horse,74,5
152760,The Monuments Men,89,5
2756,The Abyss,83,4
33909,Wall Street: Money Never Sleeps,15,1
49017,Dracula Untold,82,5
9882,The Siege,30,2
2270,Stardust,6,4
978,Seven Years in Tibet,31,4
44564,The Dilemma,100,5
3132,Bad Company,98,3
8814,Doom,72,2
8427,I Spy,26,4
52520,Underworld: Awakening,21,5
80585,Rock of Ages,78,4
10592,Hart's War,15,3
49021,Killer Elite,31,4
11535,Rollerball,41,1
10550,Ballistic: Ecks vs. Sever,69,5
11258,Hard Rain,69,2
12610,Osmosis Jones,24,2
59981,Legends of Oz: Dorothy's Return,17,1
201088,Blackhat,20,2
5137,Sky Captain and the World of Tomorrow,52,4
3093,Basic Instinct 2,34,1
107846,Escape Plan,64,2
188207,The Legend of Hercules,57,2
4614,The Sum of All Fears,80,4
24021,The Twilight Saga: Eclipse,37,2
11371,The Score,89,2
20352,Despicable Me,1,1
11517,Money Train,16,1
214756,Ted 2,45,2
26428,Agora,85,5
9824,Mystery Men,59,1
48988,Hall Pass,37,1
9008,The Insider,52,3
300673,The Finest Hours,91,4
12113,Body of Lies,20,1
38778,Dinner for Schmucks,47,1
72331,Abraham Lincoln: Vampire Hunter,96,4
1844,Entrapment,52,4
846,The X Files,10,2
9703,The Last Legion,58,4
857,Saving Private Ryan,93,4
136797,Need for Speed,61,3
3981,What Women Want,14,2
425,Ice Age,48,2
6171,Dreamcatcher,52,2
72976,Lincoln,64,2
603,The Matrix,94,3
568,Apollo 13,15,4
9021,The Santa Clause 2,45,2
82695,Les Misérables,86,2
9489,You've Got Mail,19,2
12133,Step Brothers,81,3
9342,The Mask of Zorro,46,3
41733,Due Date,100,1
227306,Unbroken,18,1
5551,Space Cowboys,85,4
9350,Cliffhanger,39,1
9208,Broken Arrow,16,4
4244,The Kid,58,4
1852,World Trade Center,78,4
11820,Mona Lisa Smile,18,2
76493,The Dictator,39,2
345,Eyes Wide Shut,93,2
196867,Annie,34,5
256591,Focus,64,1
59962,This Means War,53,1
36648,Blade: Trinity,66,3
1880,Red Dawn,71,4
9440,Primary Colors,60,4
71679,Resident Evil: Retribution,68,4
10483,Death Race,94,5
11412,The Long Kiss Goodnight,68,2
11983,Proof of Life,89,3
6795,Zathura: A Space Adventure,60,5
550,Fight Club,92,5
11170,We Are Marshall,4,5
9292,Hudson Hawk,7,1
10783,Lucky Numbers,97,2
100241,"I, Frankenstein",93,3
257,Oliver Twist,32,5
9947,Elektra,2,2
189,Sin City: A Dame to Kill For,51,2
12618,Random Hearts,3,3
253412,Everest,27,5
1427,Perfume: The Story of a Murderer,9,1
818,Austin Powers in Goldmember,77,1
16577,Astro Boy,23,4
329,Jurassic Park,18,2
12160,Wyatt Earp,66,3
9331,Clear and Present Danger,80,3
300168,Dragon Blade,71,2
9072,Little Man,68,3
3536,U-571,66,3
9087,The American President,39,5
12177,The Love Guru,48,2
12138,3000 Miles to Graceland,46,3
273248,The Hateful Eight,35,5
9955,Blades of Glory,37,5
50359,Hop,79,2
1271,300,97,2
693,Meet the Fockers,100,2
14306,Marley & Me,75,4
497,The Green Mile,83,3
11199,Wild Hogs,41,4
9982,Chicken Little,7,1
210577,Gone Girl,70,2
2501,The Bourne Identity,34,4
710,GoldenEye,19,2
2275,The General's Daughter,48,2
37165,The Truman Show,41,3
9837,The Prince of Egypt,28,5
10708,Daddy Day Care,93,3
136400,2 Guns,25,1
10992,Cats & Dogs,37,1
9654,The Italian Job,78,2
2642,Two Weeks Notice,48,3
8916,Antz,31,4
19899,Couples Retreat,67,4
2119,Days of Thunder,93,2
9641,Cheaper by the Dozen 2,32,5
294254,Maze Runner: The Scorch Trials,88,1
38167,Eat Pray Love,53,3
5994,The Family Man,4,4
39514,RED,88,2
9563,Any Given Sunday,91,2
547,The Horse Whisperer,10,2
1538,Collateral,30,5
9334,The Scorpion King,38,2
11128,Ladder 49,79,3
75780,Jack Reacher,32,5
8914,Deep Blue Sea,58,5
13576,This Is It,37,3
39538,Contagion,91,1
10628,Kangaroo Jack,77,2
14836,Coraline,86,3
8645,The Happening,75,2
9509,Man on Fire,89,5
10067,The Shaggy Dog,82,4
9384,Starsky & Hutch,77,5
9279,Jingle All the Way,36,3
1487,Hellboy,55,3
9422,A Civil Action,30,1
77174,ParaNorman,2,5
4824,The Jackal,81,4
9620,Paycheck,47,5
9302,Up Close & Personal,22,3
10199,The Tale of Despereaux,82,3
10771,The Tuxedo,53,3
3512,Under Siege 2: Dark Territory,31,2
137094,Jack Ryan: Shadow Recruit,26,5
274479,Joy,19,1
267860,London Has Fallen,11,1
8078,Alien: Resurrection,19,4
7485,Shooter,16,1
170687,The Boxtrolls,62,1
6435,Practical Magic,86,5
137106,The Lego Movie,32,2
10040,Miss Congeniality 2: Armed and Fabulous,61,2
6278,Reign of Fire,64,3
82682,Gangster Squad,45,5
17610,Year One,100,5
22954,Invictus,26,5
16995,State of Play,33,2
16558,Duplicity,49,4
9849,My Favorite Martian,34,5
5820,The Sentinel,81,1
16866,Planet 51,1,5
201,Star Trek: Nemesis,84,2
11775,Intolerable Cruelty,42,3
87825,Trouble with the Curve,99,4
12201,Edge of Darkness,78,2
11015,The Relic,40,4
9932,Analyze That,40,5
13389,Righteous Kill,21,1
8838,Mercury Rising,42,2
17332,The Soloist,89,3
4958,The Legend of Bagger Vance,12,1
786,Almost Famous,60,1
9513,Garfield: A Tail of Two Kitties,98,2
11679,xXx: State of the Union,19,4
38321,Priest,42,4
14411,Sinbad: Legend of the Seven Seas,72,4
8413,Event Horizon,15,2
10052,Dragonfly,64,3
9676,The Black Dahlia,37,5
9664,Flyboys,46,4
2100,The Last Castle,61,4
10384,Supernova,35,4
137321,Winter's Tale,38,2
123553,The Mortal Instruments: City of Bones,69,3
11260,Meet Dave,78,1
9009,Dark Water,17,5
11374,Edtv,53,3
2309,Inkheart,94,3
8285,The Spirit,98,2
210860,Mortdecai,83,4
2312,In the Name of the King: A Dungeon Siege Tale,82,2
9839,Beyond Borders,79,4
381902,The Monkey King 2,16,4
13922,The Great Raid,66,3
293660,Deadpool,58,1
9713,Holy Man,94,4
190859,American Sniper,17,3
257445,Goosebumps,1,2
9007,Just Like Heaven,48,4
889,The Flintstones in Viva Rock Vegas,32,3
1370,Rambo III,40,5
4942,Leatherheads,43,3
347969,The Ridiculous 6,49,1
24438,Did You Hear About the Morgans?,68,3
116741,The Internship,50,3
35791,Resident Evil: Afterlife,58,3
72431,Red Tails,48,5
1813,The Devil's Advocate,25,1
87428,That's My Boy,10,1
8840,DragonHeart,64,4
10589,After the Sunset,12,4
71676,Ghost Rider: Spirit of Vengeance,84,1
1722,Captain Corelli's Mandolin,62,5
10022,The Pacifier,98,2
11358,Walking Tall,81,4
13,Forrest Gump,66,4
6477,Alvin and the Chipmunks,73,2
1597,Meet the Parents,58,3
10530,Pocahontas,75,3
1924,Superman,81,4
9327,The Nutty Professor,85,4
8488,Hitch,82,5
10603,George of the Jungle,89,2
8273,American Wedding,63,5
109424,Captain Phillips,36,3
35056,Date Night,50,1
8839,Casper,96,5
156022,The Equalizer,6,4
7303,Maid in Manhattan,30,2
8963,Crimson Tide,61,4
1402,The Pursuit of Happyness,26,5
9315,Flightplan,50,1
8984,Disclosure,100,4
795,City of Angels,29,4
24,Kill Bill: Vol. 1,79,4
11353,Bowfinger,97,1
393,Kill Bill: Vol. 2,79,4
9618,Tango & Cash,71,3
9374,Death Becomes Her,82,2
8584,Shanghai Noon,21,3
2320,Executive Decision,37,1
58224,Mr. Popper's Penguins,54,3
1729,The Forbidden Kingdom,88,3
175574,Free Birds,26,5
8077,Alien³,74,3
8818,Evita,3,4
8195,Ronin,50,1
10586,The Ghost and the Darkness,79,1
116149,Paddington,52,1
80035,The Watch,59,4
10632,The Hunted,29,1
12117,Instinct,52,3
1792,Stuck on You,40,2
13260,Semi-Pro,72,1
72197,The Pirates! In an Adventure with Scientists!,45,3
3580,Changeling,45,4
12123,Chain Reaction,54,5
9566,The Fan,94,1
9833,The Phantom of the Opera,17,3
4517,Elizabeth: The Golden Age,58,2
8202,Æon Flux,22,2
16072,Gods and Generals,42,5
34314,Turbulence,61,5
19724,Imagine That,75,1
145220,Muppets Most Wanted,40,1
14623,Thunderbirds,45,4
42297,Burlesque,15,3
2841,A Very Long Engagement,98,4
802,Lolita,96,1
10375,D-Tox,34,2
36586,Blade II,72,4
11321,Seven Pounds,18,2
70074,Bullet to the Head,58,5
242,The Godfather: Part III,30,2
9621,Elizabethtown,21,3
1819,"You, Me and Dupree",72,4
8536,Superman II,14,1
8046,Gigli,41,3
1717,All the King's Men,34,4
479,Shaft,26,3
9444,Anastasia,10,2
824,Moulin Rouge!,1,3
11456,Domestic Disturbance,9,4
261023,Black Mass,65,5
3683,Flags of Our Fathers,29,2
22803,Law Abiding Citizen,100,3
285923,Grindhouse,47,4
39437,Beloved,9,2
